股票代码,stock_short,company_name,regno_or_creditcode,type,更新时间
000001,平安银行,平安银行股份有限公司,91440300192185379H,深圳,
000002,万科A,万科企业股份有限公司,440301102900139 ,深圳,
000004,国农科技,深圳中国农大科技股份有限公司,91440300192441969E,深圳,
000005,世纪星源,深圳世纪星源股份有限公司,440301501127626 ,深圳,
000006,深振业A,深圳市振业（集团）股份有限公司,440301103341062 ,深圳,
000007,全新好,深圳市全新好股份有限公司,9144030019217870XW,深圳,
000008,神州高铁,神州高铁技术股份有限公司,91110000192184333K,北京,
000009,中国宝安,中国宝安集团股份有限公司,440301103298625 ,广东,
000010,美丽生态,深圳美丽生态股份有限公司,91110000192181597U,深圳,
000011,深物业A,深圳市物业发展（集团）股份有限公司,440301103570124 ,广东,
000012,南玻A,中国南玻集团股份有限公司,914403006188385775,深圳,
000014,沙河股份,沙河实业股份有限公司,914403006188016784,广东,
000016,深康佳A,康佳集团股份有限公司,440301501121863 ,深圳,
000017,深中华A,深圳中华自行车（集团）股份有限公司,440301501122085 ,深圳,
000018,神州长城,神州长城股份有限公司,91440300618801483A,深圳,
000019,深深宝A,深圳市深宝实业股份有限公司,91440300192180754J,深圳,
000020,深华发A,深圳中恒华发股份有限公司,440301501120670 ,深圳,
000021,深科技,深圳长城开发科技股份有限公司,440301501126473 ,深圳,
000022,深赤湾A,深圳赤湾港航股份有限公司,91440300618832968J,深圳,
000023,深天地A,深圳市天地（集团）股份有限公司,440301103086495 ,深圳,
000025,特力A,深圳市特力（集团）股份有限公司,440301103017750 ,深圳,
000026,飞亚达A,飞亚达（集团）股份有限公司,440301103196089 ,广东,
000027,深圳能源,深圳能源集团股份有限公司,440301103073440 ,深圳,
000028,国药一致,国药集团一致药业股份有限公司,91440300192186267U,广东,
000029,深深房A,深圳经济特区房地产（集团）股份有限公司,440301103225878 ,广东,
000030,富奥股份,富奥汽车零部件股份有限公司,91220101190325278H,吉林,
000031,中粮地产,中粮地产（集团）股份有限公司,440301103197805 ,广东,
000032,深桑达A,深圳市桑达实业股份有限公司,914403001922517431,深圳,
000033,*ST新都,深圳新都酒店股份有限公司,914403006188058551,深圳,
000034,神州数码,神州数码集团股份有限公司,9144030019218259X7,深圳,
000035,中国天楹,中国天楹股份有限公司,913206001924405605,江苏,
000036,华联控股,华联控股股份有限公司,91440300192471500W,深圳,
000037,*ST南电A,深圳南山热电股份有限公司,440301501125497 ,深圳,
000038,深大通,深圳大通实业股份有限公司,440301104515702 ,广东,
000039,中集集团,中国国际海运集装箱（集团）股份有限公司,440301501119369 ,深圳,
000040,东旭蓝天,东旭蓝天新能源股份有限公司,91440300192174418Y,深圳,
000042,中洲控股,深圳市中洲投资控股股份有限公司,440301103813177 ,广东,
000043,中航地产,中航地产股份有限公司,91440300192181247M,广东,
000045,深纺织A,深圳市纺织（集团）股份有限公司,440301105031014 ,广东,
000046,泛海控股,泛海控股股份有限公司,911100006188158771,北京,
000048,康达尔,深圳市康达尔（集团）股份有限公司,440301102759133 ,深圳,
000049,德赛电池,深圳市德赛电池科技股份有限公司,440301104071253 ,深圳,
000050,深天马A,天马微电子股份有限公司,914403001921834459,广东,
000055,方大集团,方大集团股份有限公司,440301501124785 ,广东,
000056,皇庭国际,深圳市皇庭国际企业股份有限公司,914403001921790834,深圳,
000058,深赛格,深圳赛格股份有限公司,440301103573251 ,深圳,
000059,华锦股份,北方华锦化学工业股份有限公司,91211100279309506B,辽宁,
000060,中金岭南,深圳市中金岭南有色金属股份有限公司,440301102750273 ,广东,
000061,农产品,深圳市农产品股份有限公司,440301103671739 ,广东,
000062,深圳华强,深圳华强实业股份有限公司,440301103234346 ,深圳,
000063,中兴通讯,中兴通讯股份有限公司,440301103852869 ,深圳,
000065,北方国际,北方国际合作股份有限公司,110000010706353 ,北京,
000066,长城电脑,中国长城计算机深圳股份有限公司,440301103219923 ,深圳,
000068,华控赛格,深圳华控赛格股份有限公司,440301501134424 ,深圳,
000069,华侨城A,深圳华侨城股份有限公司,91440300279374105B,深圳,
000070,特发信息,深圳市特发信息股份有限公司,914403007152216326,深圳,
000078,海王生物,深圳市海王生物工程股份有限公司,91440300192444086R,深圳,
000088,盐田港,深圳市盐田港股份有限公司,440301103647691 ,深圳,
000089,深圳机场,深圳市机场股份有限公司,440301103462216 ,深圳,
000090,天健集团,深圳市天健（集团）股份有限公司,91440300192251874W,广东,
000096,广聚能源,深圳市广聚能源股份有限公司,440301103152424 ,深圳,
000099,中信海直,中信海洋直升机股份有限公司,91440000710924128L,广东,
000100,TCL集团,TCL集团股份有限公司,91441300195971850Y,广东,
000150,宜华健康,宜华健康医疗股份有限公司,914405001959930485,广东,
000151,中成股份,中成进出口股份有限公司,91110000710924101C,北京,
000153,丰原药业,安徽丰原药业股份有限公司,91340200153701860P,安徽,
000155,*ST川化,川化股份有限公司,91510000202285163Q,四川,
000156,华数传媒,华数传媒控股股份有限公司,91330000189080365C,浙江,
000157,中联重科,中联重科股份有限公司,430000400000198 ,湖南,
000158,常山股份,石家庄常山纺织股份有限公司,91130100700715920E,河北,
000159,国际实业,新疆国际实业股份有限公司,91650000712966815D,新疆,
000166,申万宏源,申万宏源集团股份有限公司,91650000132278661Y,新疆,
000301,东方市场,江苏吴江中国东方丝绸市场股份有限公司,320000000004838 ,江苏,
000333,美的集团,美的集团股份有限公司,91440606722473344C,广东,
000338,潍柴动力,潍柴动力股份有限公司,913700007456765902,山东,
000400,许继电气,许继电气股份有限公司,91410000174273201L,河南,
000401,冀东水泥,唐山冀东水泥股份有限公司,91130200104364503X,河北,
000402,金融街,金融街控股股份有限公司,9111000020283066XF,北京,
000403,ST生化,振兴生化股份有限公司,140000110106466 ,山西,
000404,华意压缩,华意压缩机股份有限公司,9136020070562223XY,江西,
000407,胜利股份,山东胜利股份有限公司,91370000163074944M,山东,
000408,*ST金源,金谷源控股股份有限公司,9113040060115569X8,青海,
000409,山东地矿,山东地矿股份有限公司,440000000017958 ,山东,
000410,沈阳机床,沈阳机床股份有限公司,91210106243406830Q,辽宁,
000411,英特集团,浙江英特集团股份有限公司,91330000609120272T,浙江,
000413,东旭光电,东旭光电科技股份有限公司,911301001043959836,河北,
000415,渤海金控,渤海金控投资股份有限公司,916500002285973682,新疆,
000416,民生控股,民生控股股份有限公司,913702001635665274,山东,
000417,合肥百货,合肥百货大楼集团股份有限公司,913400001490341376,安徽,
000418,小天鹅A,无锡小天鹅股份有限公司,91320200704046760T,江苏,
000419,通程控股,长沙通程控股股份有限公司,91430000183800499R,湖南,
000420,吉林化纤,吉林化纤股份有限公司,91220201124496079Q,吉林,
000421,南京公用,南京公用发展股份有限公司,320100000009612 ,江苏,
000422,湖北宜化,湖北宜化化工股份有限公司,91420000179120378B,湖北,
000423,东阿阿胶,东阿阿胶股份有限公司,91370000168130028J,山东,
000425,徐工机械,徐工集团工程机械股份有限公司,913203001347934993,江苏,
000426,兴业矿业,内蒙古兴业矿业股份有限公司,91150000114802589Q,内蒙古,
000428,华天酒店,华天酒店集团股份有限公司,914300006167701771,湖南,
000429,粤高速A,广东省高速公路发展股份有限公司,440000400006921 ,广东,
000430,张家界,张家界旅游集团股份有限公司,91430800186881407B,湖南,
000488,晨鸣纸业,山东晨鸣纸业集团股份有限公司,913700006135889860,山东,
000498,山东路桥,山东高速路桥集团股份有限公司,9137000012010586X8,山东,
000501,鄂武商A,武汉武商集团股份有限公司,91420100300251645N,湖北,
000502,绿景控股,绿景控股股份有限公司,91440000201285073K,广东,
000503,海虹控股,海虹企业（控股）股份有限公司,914600002012808546,海南,
000504,*ST生物,南华生物医药股份有限公司,91430000700227986F,湖南,
000505,*ST珠江,海南珠江控股股份有限公司,914600002012845568,海南,
000506,中润资源,中润资源投资股份有限公司,91370000206951100B,山东,
000507,珠海港,珠海港股份有限公司,914404001925268319,广东,
000509,华塑控股,华塑控股股份有限公司,510000000029743 ,四川,
000510,金路集团,四川金路集团股份有限公司,91510600205111863C,四川,
000511,*ST烯碳,银基烯碳新材料股份有限公司,912101002434902007,辽宁,
000513,丽珠集团,丽珠医药集团股份有限公司,914404006174883094,广东,
000514,渝开发,重庆渝开发股份有限公司,91500000202809457F,重庆,
000516,国际医学,西安国际医学投资股份有限公司,9161010322061133XP,陕西,
000517,荣安地产,荣安地产股份有限公司,913302001440685655,浙江,
000518,四环生物,江苏四环生物股份有限公司,913202001381477183,江苏,
000519,江南红箭,湖南江南红箭股份有限公司,914303002019225625,湖南,
000520,长航凤凰,长航凤凰股份有限公司,420100000190997 ,湖北,
000521,美菱电器,合肥美菱股份有限公司,9134000014918555XK,安徽,
000523,广州浪奇,广州市浪奇实业股份有限公司,914401011904864500,广东,
000524,岭南控股,广州岭南集团控股股份有限公司,440101000009918 ,广东,
000525,红太阳,南京红太阳股份有限公司,91320100134900928L,江苏,
000526,紫光学大,厦门紫光学大股份有限公司,350200100002369 ,福建,
000528,柳工,广西柳工机械股份有限公司,91450200198229141F,广西,
000529,广弘控股,广东广弘控股股份有限公司,914400001903435723,广东,
000530,大冷股份,大连冷冻机股份有限公司,912102002423613009,辽宁,
000531,穗恒运A,广州恒运企业集团股份有限公司,91440101231215412L,广东,
000532,力合股份,力合股份有限公司,9144040019255068XM,广东,
000533,万家乐,广东万家乐股份有限公司,914406061903638804,广东,
000534,万泽股份,万泽实业股份有限公司,91440500192754762W,广东,
000536,华映科技,华映科技（集团）股份有限公司,913500001581472218,福建,
000537,广宇发展,天津广宇发展股份有限公司,9112000010310067X6,天津,
000538,云南白药,云南白药集团股份有限公司,9153000021652214XX,云南,
000539,粤电力A,广东电力发展股份有限公司,91440000617419493W,广东,
000540,中天城投,中天城投集团股份有限公司,91520000214466447K,贵州,
000541,佛山照明,佛山电器照明股份有限公司,91440000190352575W,广东,
000543,皖能电力,安徽省皖能股份有限公司,913400001489495895,安徽,
000544,中原环保,中原环保股份有限公司,9141000016996944XD,河南,
000545,金浦钛业,吉林金浦钛业股份有限公司,220200000025379 ,吉林,
000546,金圆股份,金圆水泥股份有限公司,91220000123938867W,吉林,
000547,航天发展,航天工业发展股份有限公司,913500001544115744,福建,
000548,湖南投资,湖南投资集团股份有限公司,91430000183783561L,湖南,
000550,江铃汽车,江铃汽车股份有限公司,913600006124469438,江西,
000551,创元科技,创元科技股份有限公司,91320500720523600H,江苏,
000552,靖远煤电,甘肃靖远煤电股份有限公司,91620000224344785T,甘肃,
000553,沙隆达A,湖北沙隆达股份有限公司,91420000706962287Q,湖北,
000554,泰山石油,中国石化山东泰山石油股份有限公司,913700001664087275,山东,
000555,神州信息,神州数码信息服务股份有限公司,440301103593790 ,深圳,
000557,西部创业,宁夏西部创业实业股份有限公司,641100000006886 ,宁夏,
000558,莱茵体育,莱茵达体育发展股份有限公司,913300002434900169,浙江,
000559,万向钱潮,万向钱潮股份有限公司,91330000142923441E,浙江,
000560,昆百大A,昆明百货大楼（集团）股份有限公司,915301002165755081,云南,
000561,烽火电子,陕西烽火电子股份有限公司,610000100276667 ,陕西,
000563,陕国投A,陕西省国际信托股份有限公司,610000100141713 ,陕西,
000564,西安民生,西安民生集团股份有限公司,91610102220603356T,陕西,
000565,渝三峡A,重庆三峡油漆股份有限公司,9150000020313093X8,重庆,
000566,海南海药,海南海药股份有限公司,91460000201289453D,海南,
000567,海德股份,海南海德实业股份有限公司,9146000020128947X0,海南,
000568,泸州老窖,泸州老窖股份有限公司,510500000018123 ,四川,
000570,苏常柴A,常柴股份有限公司,91320400134792410W,江苏,
000571,新大洲A,新大洲控股股份有限公司,914600002012894880,海南,
000572,海马汽车,海马汽车集团股份有限公司,9146000028407924XP,海南,
000573,粤宏远A,东莞宏远工业区股份有限公司,91441900281825294G,广东,
000576,广东甘化,江门甘蔗化工厂（集团）股份有限公司,91440700190357288E,广东,
000581,威孚高科,无锡威孚高科技集团股份有限公司,91320200250456967N,江苏,
000582,北部湾港,北部湾港股份有限公司,914505001993009073,广西,
000584,友利控股,江苏友利投资控股股份有限公司,913202002019651838,江苏,
000585,东北电气,东北电气发展股份有限公司,91210000243437397T,辽宁,
000586,汇源通信,四川汇源光通信股份有限公司,91510000201811723W,四川,
000587,金洲慈航,金洲慈航集团股份有限公司,91230700606346794A,黑龙江,
000589,黔轮胎A,贵州轮胎股份有限公司,915200002144305326,贵州,
000590,启迪古汉,启迪古汉集团股份有限公司,91430400185034724L,湖南,
000591,太阳能,中节能太阳能股份有限公司,91500000202819532B,重庆,
000592,平潭发展,中福海峡（平潭）发展股份有限公司,91350000158156419U,福建,
000593,大通燃气,四川大通燃气开发股份有限公司,91510100201961879Q,四川,
000595,宝塔实业,宝塔实业股份有限公司,916400002277006421,宁夏,
000596,古井贡酒,安徽古井贡酒股份有限公司,913400001519400083,安徽,
000597,东北制药,东北制药集团股份有限公司,210100000035297 ,辽宁,
000598,兴蓉环境,成都市兴蓉环境股份有限公司,91510100224367821D,四川,
000599,青岛双星,青岛双星股份有限公司,370200018054181 ,山东,
000600,建投能源,河北建投能源投资股份有限公司,130000000008429 ,河北,
000601,韶能股份,广东韶能集团股份有限公司,9144020019153918XA,广东,
000603,盛达矿业,盛达矿业股份有限公司,500000000000897 ,北京,
000605,渤海股份,渤海水业股份有限公司,110000009775625 ,北京,
000606,*ST易桥,神州易桥信息服务股份有限公司,630000100006984 ,青海,
000607,华媒控股,浙江华媒控股股份有限公司,500000000005123 ,浙江,
000608,阳光股份,阳光新业地产股份有限公司,91450000200538358N,广西,
000609,绵石投资,北京绵石投资集团股份有限公司,110000005016609 ,北京,
000610,西安旅游,西安旅游股份有限公司,91610103294241490X,陕西,
000611,*ST天首,内蒙古天首科技发展股份有限公司,150000000001512 ,内蒙古,
000612,焦作万方,焦作万方铝业股份有限公司,91410000173525171F,河南,
000613,大东海A,海南大东海旅游中心股份有限公司,91460000201357188U,海南,
000615,京汉股份,京汉实业投资股份有限公司,420000000029688 ,湖北,
000616,海航投资,海航投资集团股份有限公司,91210200241278804K,辽宁,
000617,*ST济柴,济南柴油机股份有限公司,370000018007734 ,山东,
000619,海螺型材,芜湖海螺型材科技股份有限公司,91340200719962016K,安徽,
000620,新华联,新华联文化旅游发展股份有限公司,91110000130232395L,北京,
000622,*ST恒立,恒立实业发展集团股份有限公司,430000000025073 ,湖南,
000623,吉林敖东,吉林敖东药业集团股份有限公司,91222400243805786K,吉林,
000625,长安汽车,重庆长安汽车股份有限公司,9150000020286320X6,重庆,
000626,如意集团,连云港如意集团股份有限公司,9132000013898927XM,江苏,
000627,天茂集团,天茂实业集团股份有限公司,914200002717500148,湖北,
000628,高新发展,成都高新发展股份有限公司,91510100201998129M,四川,
000629,*ST钒钛,攀钢集团钒钛资源股份有限公司,510400000027775 ,四川,
000630,铜陵有色,铜陵有色金属集团股份有限公司,913407001489736421,安徽,
000631,顺发恒业,顺发恒业股份公司,912201012438438899,吉林,
000632,三木集团,福建三木集团股份有限公司,9135000015458140XD,福建,
000633,*ST合金,沈阳合金投资股份有限公司,91210100117812926M,辽宁,
000635,英力特,宁夏英力特化工股份有限公司,91640000227693163J,宁夏,
000636,风华高科,广东风华高新科技股份有限公司,91441200190379452L,广东,
000637,茂化实华,茂名石化实华股份有限公司,440900000032823 ,广东,
000638,万方发展,万方城镇投资发展股份有限公司,210000004935110 ,辽宁,
000639,西王食品,西王食品股份有限公司,91370000184280878R,山东,
000650,仁和药业,仁和药业股份有限公司,9136000070550994XX,江西,
000651,格力电器,珠海格力电器股份有限公司,91440400192548256N,广东,
000652,泰达股份,天津泰达股份有限公司,91120000103069967Y,天津,
000655,金岭矿业,山东金岭矿业股份有限公司,91370000164100307E,山东,
000656,金科股份,金科地产集团股份有限公司,91500000202893468X,重庆,
000657,中钨高新,中钨高新材料股份有限公司,91460000284077092F,海南,
000659,珠海中富,珠海中富实业股份有限公司,9144040019255957X0,广东,
000661,长春高新,长春高新技术产业（集团）股份有限公司,91220101243899305A,吉林,
000662,天夏智慧,天夏智慧城市科技股份有限公司,91450400198229854U,广西,
000663,永安林业,福建省永安林业（集团）股份有限公司,91350000158164259X,福建,
000665,湖北广电,湖北省广播电视信息网络股份有限公司,914201001777215672,湖北,
000666,经纬纺机,经纬纺织机械股份有限公司,110000450005710 ,北京,
000667,美好集团,美好置业集团股份有限公司,530000000006503 ,云南,
000668,荣丰控股,荣丰控股集团股份有限公司,91310000300253536H,上海,
000669,金鸿能源,中油金鸿能源投资股份有限公司,91220000124483526G,吉林,
000670,*ST盈方,盈方微电子股份有限公司,91421000676499294W,湖北,
000671,阳光城,阳光城集团股份有限公司,91350000158164371W,福建,
000672,上峰水泥,甘肃上峰水泥股份有限公司,916200002243443476,甘肃,
000673,当代东方,当代东方投资股份有限公司,91140000602168003F,山西,
000676,智度股份,智度科技股份有限公司,410000100019968 ,河南,
000677,恒天海龙,恒天海龙股份有限公司,91370000165440805H,山东,
000678,襄阳轴承,襄阳汽车轴承股份有限公司,91420000177583897Q,湖北,
000679,大连友谊,大连友谊（集团）股份有限公司,9121020011831278X6,辽宁,
000680,山推股份,山推工程机械股份有限公司,913700001659364136,山东,
000681,视觉中国,视觉（中国）文化发展股份有限公司,320400400000497 ,江苏,
000682,东方电子,东方电子股份有限公司,913700001650810568,山东,
000683,远兴能源,内蒙古远兴能源股份有限公司,150000000000788 ,内蒙古,
000685,中山公用,中山公用事业集团股份有限公司,914420001935372689,广东,
000686,东北证券,东北证券股份有限公司,220000000005183 ,吉林,
000687,华讯方舟,华讯方舟股份有限公司,9113000010436487XC,河北,
000688,建新矿业,建新矿业股份有限责任公司,91500102208551477X,重庆,
000690,宝新能源,广东宝丽华新能源股份有限公司,914414006179309884,广东,
000691,ST亚太,海南亚太实业发展股份有限公司,91460000201263595J,海南,
000692,惠天热电,沈阳惠天热电股份有限公司,912101002434901556,辽宁,
000693,ST华泽,成都华泽钴镍材料股份有限公司,510100000078391 ,四川,
000695,滨海能源,天津滨海能源发展股份有限公司,91120000103064074F,天津,
000697,炼石有色,陕西炼石有色资源股份有限公司,610000100185785 ,陕西,
000698,沈阳化工,沈阳化工股份有限公司,912101062434900759,辽宁,
000700,模塑科技,江南模塑科技股份有限公司,91320000142233627U,江苏,
000701,厦门信达,厦门信达股份有限公司,913502001549967873,福建,
000702,正虹科技,湖南正虹科技发展股份有限公司,914306001838041075,湖南,
000703,恒逸石化,恒逸石化股份有限公司,9145050019822966X4,广西,
000705,浙江震元,浙江震元股份有限公司,330000000052820 ,浙江,
000707,双环科技,湖北双环科技股份有限公司,91420000706803542C,湖北,
000708,大冶特钢,大冶特殊钢股份有限公司,9142000027175201X4,湖北,
000709,河钢股份,河钢股份有限公司,91130000104759628H,河北,
000710,天兴仪表,成都天兴仪表股份有限公司,91510112633134930L,四川,
000711,京蓝科技,京蓝科技股份有限公司,230000100003771 ,黑龙江,
000712,锦龙股份,广东锦龙发展股份有限公司,91441900MA4URYHQ25,广东,
000713,丰乐种业,合肥丰乐种业股份有限公司,91340100148974717B,安徽,
000715,中兴商业,中兴-沈阳商业大厦（集团）股份有限公司,210000400005630 ,辽宁,
000716,黑芝麻,南方黑芝麻集团股份有限公司,91450900198225511A,广西,
000717,*ST韶钢,广东韶钢松山股份有限公司,440000000023546 ,广东,
000718,苏宁环球,苏宁环球股份有限公司,91220000124482910C,吉林,
000719,大地传媒,中原大地传媒股份有限公司,91410000170000417R,河南,
000720,新能泰山,山东新能泰山发电股份有限公司,913700002671842400,山东,
000721,西安饮食,西安饮食股份有限公司,91610103294241917P,陕西,
000722,湖南发展,湖南发展集团股份有限公司,91430000185034687R,湖南,
000723,美锦能源,山西美锦能源股份有限公司,91140000158164363G,山西,
000725,京东方A,京东方科技集团股份有限公司,911100001011016602,北京,
000726,鲁泰A,鲁泰纺织股份有限公司,91370300613281175K,山东,
000727,华东科技,南京华东电子信息科技股份有限公司,91320191134955910F,江苏,
000728,国元证券,国元证券股份有限公司,91340000731686376P,安徽,
000729,燕京啤酒,北京燕京啤酒股份有限公司,110000005108444 ,北京,
000731,四川美丰,四川美丰化工股份有限公司,915109002063594815,四川,
000732,泰禾集团,泰禾集团股份有限公司,91350000155584573M,福建,
000733,振华科技,中国振华（集团）科技股份有限公司,915200002146000364,贵州,
000735,罗牛山,罗牛山股份有限公司,91460000284089747P,海南,
000736,中房地产,中房地产股份有限公司,915000002028133840,重庆,
000737,南风化工,南风化工集团股份有限公司,91140000113638887N,山西,
000738,中航动控,中航动力控制股份有限公司,9132020018380588X1,江苏,
000739,普洛药业,普洛药业股份有限公司,913300002646284831,浙江,
000748,长城信息,长城信息产业股份有限公司,430000000044695 ,湖南,
000750,国海证券,国海证券股份有限公司,91450300198230687E,广西,
000751,锌业股份,葫芦岛锌业股份有限公司,9121140012076702XL,辽宁,
000752,西藏发展,西藏银河科技发展股份有限公司,915400007109057360,西藏,
000753,漳州发展,福建漳州发展股份有限公司,91350000158160688P,福建,
000755,山西三维,山西三维集团股份有限公司,91140000110055862W,山西,
000756,新华制药,山东新华制药股份有限公司,91370300164103727C,山东,
000757,浩物股份,四川浩物机电股份有限公司,9151100020642014XY,四川,
000758,中色股份,中国有色金属建设股份有限公司,100000000001269 ,北京,
000759,中百集团,中百控股集团股份有限公司,91420100177682019R,湖北,
000760,斯太尔,斯太尔动力股份有限公司,91420000181963366X,湖北,
000761,本钢板材,本钢板材股份有限公司,210000004931633 ,辽宁,
000762,西藏矿业,西藏矿业发展股份有限公司,915400002196726375,西藏,
000766,通化金马,通化金马药业集团股份有限公司,91220501244575134M,吉林,
000767,漳泽电力,山西漳泽电力股份有限公司,911400007159303324,山西,
000768,中航飞机,中航飞机股份有限公司,916100002942059830,陕西,
000776,广发证券,广发证券股份有限公司,91440000126335439C,广东,
000777,中核科技,中核苏阀科技实业股份有限公司,100000000026967 ,江苏,
000778,新兴铸管,新兴铸管股份有限公司,91130400104365768G,河北,
000779,三毛派神,兰州三毛实业股份有限公司,91620000224371505Q,甘肃,
000780,平庄能源,内蒙古平庄能源股份有限公司,150000000001248 ,内蒙古,
000782,美达股份,广东新会美达锦纶股份有限公司,440000000006336 ,广东,
000783,长江证券,长江证券股份有限公司,420000000009482 ,湖北,
000785,武汉中商,武汉中商集团股份有限公司,91420100177691433G,湖北,
000786,北新建材,北新集团建材股份有限公司,91110000633797400C,北京,
000788,北大医药,北大医药股份有限公司,91500000450533779H,重庆,
000789,万年青,江西万年青水泥股份有限公司,360000110006330 ,江西,
000790,华神集团,成都华神集团股份有限公司,91510100201958223R,四川,
000791,甘肃电投,甘肃电投能源发展股份有限公司,916200002243725832,甘肃,
000792,盐湖股份,青海盐湖工业股份有限公司,91630000226593742J,青海,
000793,华闻传媒,华闻传媒投资集团股份有限公司,914600002012502172,海南,
000795,英洛华,英洛华科技股份有限公司,91140000276205461E,山西,
000796,凯撒旅游,海航凯撒旅游集团股份有限公司,916103002213030138,陕西,
000797,中国武夷,中国武夷实业股份有限公司,91350000158143095K,福建,
000798,中水渔业,中水集团远洋股份有限公司,91110000100028633H,北京,
000799,酒鬼酒,酒鬼酒股份有限公司,91433100183806380W,湖南,
000800,一汽轿车,一汽轿车股份有限公司,91220101244976413E,吉林,
000801,四川九洲,四川九洲电器股份有限公司,91510700205402433Y,四川,
000802,北京文化,北京京西文化旅游股份有限公司,91110000633694436R,北京,
000803,金宇车城,四川金宇汽车城（集团）股份有限公司,91511300209454038D,四川,
000806,银河生物,北海银河生物产业投资股份有限公司,9145050019935485XA,广西,
000807,云铝股份,云南铝业股份有限公司,9153000021658149XB,云南,
000809,铁岭新城,铁岭新城投资控股股份有限公司,91211200201909093K,辽宁,
000810,创维数字,创维数字股份有限公司,510000400002304 ,四川,
000811,烟台冰轮,烟台冰轮股份有限公司,91370000163099420E,山东,
000812,陕西金叶,陕西金叶科教集团股份有限公司,91610000220580246P,陕西,
000813,天山纺织,新疆天山毛纺织股份有限公司,91650100MA776NX44Q,新疆,
000815,美利云,中冶美利云产业投资股份有限公司,640000000001438 ,宁夏,
000816,智慧农业,江苏农华智慧农业科技股份有限公司,91320900140131651D,江苏,
000818,方大化工,方大锦化化工科技股份有限公司,91211400123728536M,辽宁,
000819,岳阳兴长,岳阳兴长石化股份有限公司,430600000069369 ,湖南,
000820,金城股份,金城造纸股份有限公司,210700004034932 ,辽宁,
000821,京山轻机,湖北京山轻工机械股份有限公司,9142000027175092XR,湖北,
000822,山东海化,山东海化股份有限公司,91370000706206553L,山东,
000823,超声电子,广东汕头超声电子股份有限公司,914405002311310326,广东,
000825,太钢不锈,山西太钢不锈钢股份有限公司,91140000701011888X,山西,
000826,启迪桑德,启迪桑德环境资源股份有限公司,91420000179120511T,湖北,
000828,东莞控股,东莞发展控股股份有限公司,91441900617431353K,广东,
000829,天音控股,天音通信控股股份有限公司,91360700158312266X,江西,
000830,鲁西化工,鲁西化工集团股份有限公司,91370000614071479T,山东,
000831,*ST五稀,五矿稀土股份有限公司,140000100063597 ,山西,
000833,贵糖股份,广西贵糖（集团）股份有限公司,91450800198227509B,广西,
000835,长城动漫,长城国际动漫游戏股份有限公司,91510000600008380G,四川,
000836,鑫茂科技,天津鑫茂科技股份有限公司,91120000103071928U,天津,
000837,秦川机床,秦川机床工具集团股份公司,9161000071007221XC,陕西,
000838,财信发展,财信国兴地产发展股份有限公司,911100002051092291,北京,
000839,中信国安,中信国安信息产业股份有限公司,100000000027871 ,北京,
000848,承德露露,河北承德露露股份有限公司,91130000601268264C,河北,
000850,华茂股份,安徽华茂纺织股份有限公司,91340800704937491X,安徽,
000851,高鸿股份,大唐高鸿数据网络技术股份有限公司,91520000214426154B,贵州,
000852,石化机械,中石化石油机械股份有限公司,420100000177402 ,湖北,
000856,*ST冀装,唐山冀东装备工程股份有限公司,130000000001970 ,河北,
000858,五粮液,宜宾五粮液股份有限公司,91511500MA62A0WM8P,四川,
000859,国风塑业,安徽国风塑业股份有限公司,91340100705045831J,安徽,
000860,顺鑫农业,北京顺鑫农业股份有限公司,91110000633712032W,北京,
000861,海印股份,广东海印集团股份有限公司,914400001949202422,广东,
000862,银星能源,宁夏银星能源股份有限公司,91640000228281734A,宁夏,
000863,三湘股份,三湘股份有限公司,913100002437770094,上海,
000868,安凯客车,安徽安凯汽车股份有限公司,91340000148975314D,安徽,
000869,张裕A,烟台张裕葡萄酿酒股份有限公司,913700002671000358,山东,
000875,吉电股份,吉林电力股份有限公司,91220000123962584G,吉林,
000876,新希望,新希望六和股份有限公司,91510000709151981F,四川,
000877,天山股份,新疆天山水泥股份有限公司,91650000710886440T,新疆,
000878,云南铜业,云南铜业股份有限公司,91530000709705745A,云南,
000880,潍柴重机,潍柴重机股份有限公司,91370000267170471W,山东,
000881,大连国际,中国大连国际合作（集团）股份有限公司,210200000104636 ,辽宁,
000882,华联股份,北京华联商厦股份有限公司,9111000071092147XM,北京,
000883,湖北能源,湖北能源集团股份有限公司,91420000271750655H,湖北,
000885,同力水泥,河南同力水泥股份有限公司,91410000711291895J,河南,
000886,海南高速,海南高速公路股份有限公司,91460000284082887Y,海南,
000887,中鼎股份,安徽中鼎密封件股份有限公司,91341800259222497F,安徽,
000888,峨眉山A,峨眉山旅游股份有限公司,91510000201884316A,四川,
000889,茂业通信,茂业通信网络股份有限公司,91130300104366111M,河北,
000890,法尔胜,江苏法尔胜股份有限公司,91320200250377396Q,江苏,
000892,星美联合,星美联合股份有限公司,91500102208507636N,重庆,
000893,东凌国际,广州东凌国际投资股份有限公司,91440101712434165A,广东,
000895,双汇发展,河南双汇投资发展股份有限公司,9141000070678701XL,河南,
000897,津滨发展,天津津滨发展股份有限公司,91120000712830811X,天津,
000898,鞍钢股份,鞍钢股份有限公司,912100002426694799,辽宁,
000899,赣能股份,江西赣能股份有限公司,913600001583122317,江西,
000900,现代投资,现代投资股份有限公司,914300001837784984,湖南,
